name;abr 
Kabiyé;nic-gne
Kabore One;qfa-tor
Kabras;bnt-msl
Kabuverdianu;crp
Kabwa;bnt-lok
Kabyle;ber
Kachchi;inc-snd
Kadai;poz-cma
Kadara;nic-plc
Kadaru;nub-hil
Kadiwéu;sai-guc
Kadu (Myanmar);sit-luu
Kadugli;qfa-kad
Kaera;ngf
Kafa;omv-gon
Kagate;sit-kyk
Kagayanen;mno
Kagulu;bnt-ruv
Kahe;bnt-chg
Kahua;poz-sls
Kaidipang;phi
Kaiep;poz-ocw
Kaiku;bnt-kbi
Kaimbulawa;poz-mun
Kaingang;sai-sje
Kairak;paa-bng
Kairiru;poz-ocw
Kais;paa
Kaitag;cau-drg
Kaiwá;tup-gua
Kajakse;cdc-est
Kajali;xme-ttc
Kajaman;poz
Kakabai;poz-ocw
Kakabe;dmn-mok
Kaki Ae;poz-ocw
Kakihum;nic-kam
Kala Lagaw Ya;aus-pam
Kala;poz-ocw
Kalabakan;poz-san
Kalabra;paa
Kalagan;phi
Kalaktang Monpa;sit-tsk
Kalami;inc-koh
Kalanga;bnt-sho
Kalarko;aus-pam
Kalasha;inc-chi
Kalenjin;sdv-nma
Kalinago;awd-taa
Kalkatungu;aus-pam
Kalkoti;inc-shn
Kallawaya;qfa-mix
Kalmyk;xgn-cen
Kalo Finnish Romani;inc-rom
Kalou;paa-spk
Kaluli;ngf
Kamakan;sai-mje
Kamang;ngf
Kamano;paa-kag
Kamarian;poz-cma
Kamasau;qfa-tor
Kamassian;syd
Kamayurá;tup-gua
Kamba;bnt-kka
Kambaata;cus-hec
Kambera;poz-cet
Kamberataro;paa
Kami;alv-ngb
Kamkata-viri;nur-nor
Kamta;inc-krd
Kanakanabu;map
Kanakuru;cdc-wst
Kanamari;sai-ktk
Kandas;poz-ocw
Kandawo;ngf
Kande;bnt-tso
Kanga;qfa-kad
Kangean;poz-msa
Kanggape;paa
Kangjia;xgn-shr
Kango-Sua;bnt-kbi
Kango;bnt-bta
Kangri;him
Kaniet;poz-aay
Kanikkaran;dra-mal
Kaninuwa;poz-ocw
Kanjari;inc-pan
Kanju;aus-pam
Kankanaey;phi
Kannada;kn
Kannauji;inc-hiw
Kanowit;poz-bnn
Kansa;sio-dhe
Kanufi;nic-nin
Kanuri;kr
Kaonde;bnt-lub
Kap;poz-ocw
Kapampangan;phi
Kapin;poz-ocw
Kapingamarangi;poz-pnp
Kapriman;paa-spk
Kaptiau;poz-oce
Kaqchikel-K'iche' Mixed Language;qfa-mix
Kaqchikel;myn
Kara (New Guinea);poz-ocw
Karachay-Balkar;trk-kcu
Karadjeri;aus-pam
Karaim;trk-kcu
Karajá;sai-mje
Karakalpak;trk-kno
Karakhanid;trk-kar
Karamojong;sdv-ttu
Karang;alv-mbm
Karao;phi
Karata;cau-and
Karbi;tbq-kuk
Kare (Africa);alv-mbm
Kare (New Guinea);ngf-mad
Karekare;cdc-wst
Karelian;urj-fin
Kari'na;sai-gui
Kari;bnt-boa
Karingani;xme-ttc
Karipúna Creole French;crp
Karipuna;tup-gua
Kariri;sai-mje
Karitiâna;tup
Kariyarra;aus-nga
Karkar-Yuri;paa-pau
Karkin;nai-you
Karnai;poz-ocw
Karo Batak;btk
Karok;qfa-iso
Kasanga;alv-nyn
Kasem;nic-gnn
Kashaya;nai-pom
Kashmiri;ks
Kashubian;zlw-pom
Kaska;ath-nor
Kaskihá;sai-mas
Kassonke;dmn-wmn
Kato;ath-pco
Katukina;sai-pan
Kaure;paa
Kaurna;aus-psw
Kavalan;map
Kavet;sai-ktk
Kawésqar;aqa
Kawaiisu;azc-num
Kaxararí;sai-pan
Kaxuyana;sai-prk
Kayabí;tup-gua
Kayan;kar
Kayapó;sai-nje
Kayapa Kallahan;phi
Kayardild;aus-tnk
Kayeli;poz-cma
Kayort;inc-krd
Kaytetye;aus-rnd
Kazakh;kk
Keapara;poz-ocw
Kedah Malay;poz-mly
Kedang;poz
Keiga;qfa-kad
Kein;ngf-mad
Keiyo;sdv-nma
Kela-Yela;bnt-mon
Kelabit;poz-swa
Keley-I Kallahan;phi
Kemak;poz-tim
Kemberano;ngf-sbh
Kemezung;nic-bbe
Kemi Sami;smi
Kenati;paa-kag
Kendayan;poz-mly
Kendem;nic-mam
Keningau Murut;poz-san
Keninjal;poz-mly
Kenswei Nsei;nic-rnn
Kenyang;nic-mam
Kepkiriwát;tup
Kera;cdc-est
Kereho;poz
Kerek;qfa-ckn
Kerinci;poz-mly
Kesawai;ngf-mad
Ket;qfa-yno
Kewa;paa-eng
Kgalagadi;bnt-sts
Khün;tai-swe
Khakas;trk-ssb
Khalaj;trk
Khaling;sit-kiw
Khamnigan Mongol;xgn-cen
Khamti;tai-swe
Khana;nic-ogo
Khasi;aav-pkl
Khazar;trk-ogr
Khengkha;sit-ebo
Khetrani;inc-pan
Khiamniungan Naga;sit-kch
Khinalug;cau-nec
Khitan;qfa-xgx
Khmer;km
Khmu;mkh
Khoekhoe;khi-khk
Khoini;xme-ttc
Khonso;cus-eas
Khorasani Turkish;trk-ogz
Khorezmian Turkic;trk-kar
Khotanese;xsc-sak
Khowar;inc-chi
Khumi Chin;tbq-kuk
Khvarshi;cau-wts
Khwarezmian;ira-sbc
Khwe;khi-kal
Kibala;bnt-kmb
Kibena;bnt-bki
Kickapoo;alg-sfk
Kikai;jpx-nry
Kikami;bnt-ruv
Kikuyu;ki
Kildin Sami;smi
Kilivila;poz-ocw
Kiliwa;nai-yuc
Kim Mun;hmx-mie
Kimaragang;poz-san
Kimbundu;bnt-kmb
Kinabalian;phi
Kinaray-a;phi
Kinga;bnt-bki
Kinikinao;awd
Kinnauri;sit-kin
Kinyarwanda;rw
Kiong;nic-ucr
Kiowa;nai-kta
Kipchak;trk-kip
Kipfokomo;bnt-sab
Kiput;poz-swa
Kir-Balar;cdc-wst
Kire;paa
Kirfi;cdc-wst
Kirundi;rn
Kirya-Konzel;cdc-cbm
Kis;poz-ocw
Kisa;bnt-msl
Kisan;dra-kml
Kisar;poz
Kistane;sem-eth
Kitembo;bnt-shh
Kitja;aus-jar
Kitsai;cdd
Kituba;crp
Kla;dmn-mda
Klallam;sal
Klamath-Modoc;nai-plp
Klingon;art
Knaanic;zlw
Ko;alv-hei
Koasati;nai-mus
Kobon;ngf-mad
Koda;mun
Kodava;dra-kod
Kodi;poz-cet
Kofei;paa-egb
Kofyar;cdc-wst
Kohistani Shina;inc-shn
Koho;mkh-ban
Kohumono;nic-ucn
Koibal;syd
Kok-Nar;aus-pmn
Kok-Paponk;aus-pmn
Kokborok;tbq-bdg
Koko-Bera;aus-pmn
Kokola;bnt-mak
Kokota;poz-ocw
Kol (Cameroon);bnt-mka
Kolami;dra-knk
Kolhe;mun
Kolibugan Subanon;phi
Kolom;ngf-mad
Koluwawa;poz-ocw
Kom (Cameroon);nic-rnc
Kombio;qfa-tor
Komering;poz-lgx
Komi-Permyak;urj-prm
Komi-Zyrian;kv
Komi-Zyrian;urj-prm
Kominimung;paa
Komo;ssa-kom
Komodo;poz-cet
Komyandaret;ngf-okk
Konabéré;dmn-snb
Konda-Dora;dra-kki
Konda;ngf-sbh
Kondekor;dra-pgd
Kongo;kg
Konkani;inc-sou
Konkomba;nic-grm
Kono (Guinea);dmn-msw
Kono (Nigeria);nic-kau
Konomala;poz-ocw
Konongo;bnt-tkm
Konyak Naga;sit-kch
Koonzime;bnt-ndb
Koorete;omv-eom
Kopkaka;ngf-okk
Korana;khi-khk
Korean;ko
Koreguaje;sai-tuc
Koresh-e Rostam;xme-ttc
Korku;mun
Korlai Creole Portuguese;crp
Koro (Vanuatu);poz-vnn
Koro (West Africa);dmn-mnk
Koromfé;nic-gur
Koronadal Blaan;phi
Korop;nic-ucr
Koroshi;ira-nwi
Korra Koraga;dra-kor
Koryak;qfa-ckn
Kosena;ngf
Koshin;nic-beb
Kosraean;poz-mic
Kota (Gabon);bnt-kel
Kota (India);dra-tkt
Kota Marudu Talantang;poz-san
Kotava;art
Koti;bnt-mak
Kott;qfa-yso
Kou;ngf-mad
Kove;poz-ocw
Kowiai;poz
Koya;dra-gon
Koyo;bnt-mbo
Koyra Chiini;son
Koyraboro Senni;son
Koyukon;ath-nor
Kpala;nic-nkk
Kpan;nic-jkn
Kpasam;alv-mye
Kpati;nic-nge
Kpelle;dmn-msw
Kraol;mkh-ban
Krevinian;urj-fin
Krio;crp
Krisa;paa-msk
Kristang;crp
Krobu;alv-ptn
Krongo;qfa-kad
Krymchak;trk-kcu
Kryts;cau-ssm
Kubi;cdc-wst
Kudmali;inc-bih
Kugbo;nic-cde
Kugu-Muminh;aus-pmn
Kui (India);dra-kki
Kuikúro;sai-kui
Kuk;nic-rnc
Kukele;nic-ucn
Kukna;inc-eas
Kuku-Mangk;aus-pam
Kuku-Thaypan;aus-pmn
Kuku-Yalanji;aus-pam
Kulisusu;poz-btk
Kullu Pahari;him
Kulon-Pazeh;map
Kulon;map
Kumak;poz-cln
Kumalu;poz-ocw
Kuman;ngf
Kumaoni;inc-pah
Kumarbhag Paharia;dra-mlo
Kumhali;inc-eas
Kumu;bnt-kbi
Kumyk;trk-kcu
Kumzari;ira-swi
Kuna;cba
Kunbarlang;aus-gun
Kunda;bnt-sna
Kundal Shahi;inc-shn
Kung;nic-rnc
Kungarakany;aus-arn
Kungardutyi;aus-kar
Kuni;poz-ocw
Kunigami;jpx-nry
Kunjen;aus-pmn
Kunyi;bnt-kng
Kupang Malay;crp
Kur;poz-cma
Kuranko;dmn-mok
Kurdish;ku
Kuri;poz
Kuria;bnt-lok
Kurichiya;dra-mal
Kurnai;aus-pam
Kurrama;aus-nga
Kurtöp;sit-ebo
Kurti;poz-aay
Kurtjar;aus-pmn
Kuruáya;tup
Kurudu;poz-hce
Kurukh;dra-kml
Kusaal;nic-dag
Kusaghe;poz-ocw
Kusunda;qfa-iso
Kutang Ghale;sit-tam
Kutenai;qfa-iso
Kuturmi;nic-plc
Kuuk Thaayorre;aus-pmn
Kuuk Yak;aus-psw
Kuvale;bnt-swb
Kuvi;dra-kki
Kuwaa;kro
Kuwaataay;alv-jol
Kuy;mkh-kat
Kven;urj-fin
Kwa';bai
Kwadi;khi-kkw
Kwaio;poz-sls
Kwaja;nic-nka
Kwak'wala;wak
Kwak;nic-nka
Kwalhioqua-Tlatskanai;ath-nor
Kwamera;poz-vns
Kwamtim One;qfa-tor
Kwang;cdc-est
Kwangali;bnt-kav
Kwanja;nic-mmb
Kwanka;nic-tar
Kwanyama;kj
Kwara'ae;poz-sls
Kwasio;bnt-mnj
Kwaya;bnt-haj
Kwere;bnt-ruv
Kwini;aus-wor
Kwinti;crp
Kyak;alv-bwj
Kyenga;dmn-bbu
Kyrgyz;ky
Lü;tai-swe
Löyöp;poz-vnn
Láá Láá Bwamu;nic-bwa
Láadan;art
Laal;qfa-iso
Laalaa;alv-cng
Label;poz-ocw
Labo;poz-vnc
Laboya;poz-cet
Labu;poz-ocw
Labuk-Kinabatangan Kadazan;poz-san
Lacandon;myn
Lachiguiri Zapotec;omq-zap
Lachixío Zapotec;omq-zap
Ladakhi;sit-lab
Ladin;roa-rhe
Ladino;roa-cas
Laghu;poz-ocw
Lagwan;cdc-cbm
Lahanan;poz-bnn
Lahnda;inc-pan
Lahu;tbq-lho
Lai;tbq-kuk
Lak;cau-nec
Lakalei;poz-tim
Lake Miwok;nai-you
Laki;fa-Arab
Lakon;poz-vnn
Lakondê;sai-nmk
Lakota Dida;kro-did
Lakota;sio-dkt
Lalana Chinantec;omq-chi
Lama Bai;sit-nba
Lamaholot;poz-cet
Lamang;cdc-cbm
Lamba;bnt-sbi
Lambadi;raj
Lambichhong;sit-kie
Lame;nic-jrn
Lamenu;poz-vnc
Lamogai;poz-ocw
Lampung Api;poz-lgx
Langam;paa
Lango (Uganda);sdv-los
Lanima;aus-pam
Lao;lo
Lapaguía-Guivini Zapotec;omq-zap
Larëvat;poz-vnc
Larantuka Malay;poz-mly
Lardil;aus-tnk
Larestani;ira-swi
Larike-Wakasihu;poz-cma
Larteh;alv-gng
Laru;nic-knj
Lashi;tbq-brm
Lasi;inc-snd
Latgalian;bat-eas
Latin;la
Latundê;sai-nmk
Latvian;lv
Lau;poz-sls
Lauan;poz-pcc
Lauje;poz
Laurentian;iro-nor
Lavatbura-Lamusong;poz-ocw
Laven;mkh-ban
Lavukaleve;paa
Lawangan;poz-bre
Lawi;mkh-ban
Layakha;sit-tib
Laz;ccs-zan
Lealao Chinantec;omq-chi
Ledo Kaili;poz-kal
Legbo;nic-uce
Legenyem;poz-hce
Lehali;poz-vnn
Leipon;poz-aay
Leizhou Min;zhx-nan
Lela;nic-knn
Lelak;poz-swa
Lele (Papua New Guinea);poz-aay
Lelepa;poz-vnc
Lemerig;poz-vnn
Lemnian;qfa-tyn
Lenakel;poz-vns
Lendu;csu-lnd
Lengilu;poz-swa
Lengo;poz-sls
Lenkau;poz-aay
Lenyima;nic-uce
Lepcha;sit
Lepontic;cel
Lesing-Gelimi;poz-ocw
Letemboi;poz-vnc
Leti;poz-tim
Lewo;poz-vnc
Leyigha;nic-uce
Lezgi;cau-esm
Lhao Vo;tbq-brm
Li'o;poz
Liberia Kpelle;dmn-msw
Liberian Kreyol;crp
Libon Bikol;phi
Libyan Arabic;sem-arb
Ligurian;roa-git
Lihir;poz-ocw
Liki;poz-ocw
Likum;poz-aay
Lillooet;sal
Limassa;nic-nkb
Limbu;sit-kir
Limbum;nic-nka
Limburgish;li
Limos Kalinga;phi
Lindu;poz-kal
Lingala;ln
Lingao;qfa-onb
Lingua Franca Nova;art
Linngithigh;aus-pmn
Lipan;apa
Lipo;tbq-llo
Lisela;poz-cma
Lishana Deni;sem-nna
Lishanid Noshan;sem-nna
Lisu;tbq-lso
Literary Chinese;zhx
Lithuanian;lt
Litzlitz;poz-vnc
Livonian;urj-fin
Livvi;urj-fin
Lo-Toga;poz-vnn
Logba;alv-ntg
Logooli;bnt-lok
Lojban;art
Lokaa;nic-uce
Loko;dmn-msw
Lokono;awd-taa
Lola;poz-cet
Lolo;bnt-mak
Loloda;paa-nha
Lolopo;tbq-llo
Loma;dmn-msw
Lomaiviti;poz-pcc
Lomavren;qfa-mix
Lombard;roa-git
Lomwe;bnt-mak
Longto;alv-dur
Longuda;alv-bam
Loniu;poz-aay
Lonwolwol;poz-vnc
Lorediakarkar;poz-vnn
Lote;poz-ocw
Lotud;poz-san
Lou;poz-aay
Louisiana Creole;crp
Loun;poz-cet
Loup A;alg-eas
Loup B;alg-eas
Lovono;poz-tem
Low German;gmw-lgm
Lower Chehalis;sal
Lower Grand Valley Dani;ngf
Lower Nossob;khi-tuu
Lower Sorbian;wen
Lower Southern Aranda;aus-pam
Lower Tanana;ath-nor
Lowland Oaxaca Chontal;nai-tqn
Lowland Tarahumara;azc-trc
Loxicha Zapotec;omq-zap
Lozi;bnt-sts
Luang;poz-tim
Luba-Kasai;bnt-lub
Luba-Katanga;lu
Lubila;nic-uce
Lubuagan Kalinga;phi
Lucumí;alv-yor
Ludian;urj-fin
Lufu;nic-ykb
Luganda;lg
Luguru;bnt-ruv
Luhu;poz-cma
Luhya;bnt-msl
Luiseño;azc-cup
Lukpa;nic-gne
Lule Sami;smi
Lumba-Yakkha;sit-kie
Lun Bawang;poz-swa
Lunanakha;sit-tib
Lunda;bnt-lun
Lungga;poz-ocw
Luo;sdv-los
Lushootseed;sal
Lusi;poz-ocw
Lusitanian;ine
Lutos;csu-val
Lutuv;tbq-kuk
Luvale;bnt-clu
Luwati;inc-snd
Luwian;ine-luw
Luwo;sdv-lon
Luxembourgish;lb
Lwel;bnt-bdz
Lycian;ine-luw
Lydian;ine-ana
Mündü;nic-nke
Mòcheno;gmw-hgm
Ma'anyan;poz-bre
Ma;nic-mbc
Maaka;cdc-wst
Maasai;sdv-lma
Maay;cus-som
Maca;sai-mtc
Macaguán;sai-guh
Macaguaje;sai-tuc
Macanese;crp
Macedonian;mk
Machame;bnt-chg
Machiguenga;awd
Machinere;awd
Macuna;sai-tuc
Macushi;sai-pem
Mada (Cameroon);cdc-cbm
Mada (Nigeria);nic-nin
Madak;poz-ocw
Madhi Madhi;aus-pam
Madi;ngf-fin
Madngele;aus-dal
Madurese;poz-msa
Mafa;cdc-cbm
Mag-Anchi Ayta;phi
Mag-Indi Ayta;phi
Magɨ;ngf-mad
Magahi;inc-bih
Magdalena Peñasco Mixtec;omq-mxt
Magiyi;ngf-mad
Magori;poz-ocw
Maguindanao;phi
Mahasu Pahari;him
Mahican;alg-eas
Maia;ngf-mad
Maiadomu;poz-ocw
Maiani;ngf-mad
Maii;poz-vnc
Maindo;bnt-mak
Mairasi;paa-mai
Maithili;inc-bih
Maiwa (Indonesia);poz
Maiwa (New Guinea);ngf
Maiwala;poz-ocw
Majera;cdc-cbm
Mak (Nigeria);alv-bwj
Makah;wak
Makalero;ngf
Makasae;ngf
Makasar;poz-ssw
Makassar Malay;qfa-mix
Makayam;ngf
Makhuwa-Marrevone;bnt-mak
Makhuwa-Meetto;bnt-mak
Makhuwa-Saka;bnt-mak
Makhuwa-Shirima;bnt-mak
Makhuwa;bnt-mak
Makolkol;paa-bng
Makonde;bnt-rvm
Makuráp;tup
Mal Paharia;inc-eas
Maléku Jaíka;cba
Mala (New Guinea);ngf-mad
Malaccan Creole Malay;crp
Malagasy;mg
Malalamai;poz-ocw
Malango;poz-sls
Malasanga;poz-ocw
Malavedan;dra-mal
Malawi Lomwe;bnt-mak
Malay;ms
Malayalam;ml
Malba Birifor;nic-mre
Malecite-Passamaquoddy;alg-eas
Malfaxal;poz-vnc
Malgana;aus-psw
Mali;paa-bng
Malila;bnt-mby
Malinaltepec Tlapanec;omq
Malol;poz-ocw
Maltese;mt
Malua Bay;poz-vnc
Malvi;raj
Mam;myn
Mamaa;ngf-fin
Mamaindé;sai-nmk
Mamanwa;phi
Mamara Senoufo;alv-sma
Mamasa;poz-ssw
Mambae;poz-tim
Mambwe-Lungu;bnt-mwi
Mampruli;nic-wov
Mamuju;poz-ssw
Mamulique;nai-pak
Mamusi;poz-ocw
Manado Malay;crp
Manam;poz-ocw
Manambu;paa-spk
Manangba;sit-tam
Manangkari;aus-wdj
Manchu;tuw-jrc
Manda (Australia);aus-dal
Manda (India);dra-kki
Mandaic;sem-ase
Mandailing Batak;btk
Mandan;sio
Mandandanyi;aus-pam
Mandar;poz-ssw
Mandara;poz-ocw
Mandarin;zhx-man
Mandeali;him
Mandingo;dmn-man
Mandinka;dmn-wmn
Mandobo Atas;ngf
Mandobo Bawah;ngf
Mangarevan;poz-pep
Mangas;cdc-wst
Mangga Buang;poz-ocw
Manggarai;poz-cet
Mango;csu-sar
Mangole;poz-cma
Mangseng;poz-ocw
Manigri-Kambolé Ede Nago;alv-ede
Manipa;poz-cma
Manipuri;sit
Mannan;dra-tam
Mano;dmn-mda
Manombai;poz
Mansaka;phi
Manta;nic-mom
Manumanaw Karen;kar
Manus Koro;poz-aay
Manx;gv
Manyawa;bnt-mak
Mao Naga;tbq-anp
Maonan;qfa-kms
Maore Comorian;bnt-com
Maori;mi
Mapia;poz-mic
Mapidian;awd
Mapos Buang;poz-ocw
Mapoyo;sai-map
Mapudungun;sai-ara
Mapun;poz-sbj
Marúbo;sai-pan
Mara Chin;tbq-kuk
Maraghei;xme-ttc
Maragus;poz-vnc
Marama;bnt-msl
Maranao;phi
Maranungku;aus-dal
Marathi;mr
Marau;poz-hce
Marenje;vmw
Margany;aus-pam
Margi;cdc-cbm
Maricopa;nai-yuc
Maridan;aus-dal
Maridjabin;aus-dal
Marik;poz-ocw
Marimanindji;aus-dal
Maringarr;aus-dal
Maritsauá;tup
Mariyedi;aus-dal
Marka;dmn-wmn
Markweeta;sdv-nma
Marma;tbq-brm
Marovo;poz-ocw
Marrithiyel;aus-dal
Marrucinian;itc-sbl
Marshallese;mh
Marsian;itc-sbl
Martha's Vineyard Sign Language;sgn
Marti Ke;aus-dal
Martu Wangka;aus-pam
Martuthunira;aus-nga
Marwari;raj
Masaba;bnt-msl
Masbate Sorsogon;phi
Masbatenyo;phi
Mashco Piro;awd
Mashi;bnt-kav
Masimasi;poz-ocw
Masiwang;poz-cma
Maskelynes;poz-vnc
Massachusett;alg-eas
Matís;sai-pan
Matal;cdc-cbm
Matengo;bnt-mbi
Matigsalug Manobo;mno
Matipuhy;sai-kui
Matlatzinca;omq
Mato;poz-ocw
Mator;syd
Matsés;sai-pan
Mattole;ath-pco
Matukar;poz-ocw
Matumbi;bnt-mbi
Matya Samo;dmn-sam
Maung;aus-wdj
Mauritian Creole;crp
Mav̋ea;poz-vnn
Mawa;cdc-est
Maxakalí;sai-mje
Maya Samo;dmn-sam
Mayangna;nai-min
Mayawali;aus-pam
Maybrat;paa-wpa
Mayi-Thakurti;aus-pam
Maykulan;aus-pam
Mayo;azc-trc
Mayogo;nic-nke
Mayoyao Ifugao;phi
Mazagway;cdc-cbm
Mazaltepec Zapotec;omq-zap
Mazanderani;ira-msh
Mazatlán Mazatec;omq-maz
Mba;nic-mbc
Mbabaram;aus-pam
Mbandja;bad
Mbangi;nic-ngd
Mbangwe;bnt-kel
Mbariman-Gudhinma;aus-pmn
Mbato;alv-ptn
Mbay;csu-sar
Mbe';nic-nka
Mbe;nic-eko
Mbesa;bnt-ske
Mbo (Cameroon);bnt-mne
Mbo (Congo);bnt-nya
Mbonga;nic-jrn
Mbongno;nic-mmb
Mbu';nic-beb
Mbudum;cdc-cbm
Mbugu;qfa-mix
Mbuko;cdc-cbm
Mbula-Bwazza;nic-jrn
Mbula;poz-ocw
Mbule;nic-ymb
Mbulungish;alv-nal
Mbunda;bnt-clu
Mburku;cdc-wst
Mbuun;bnt
Mbwela;bnt-clu
Mbyá Guaraní;tup-gua
Meänkieli;urj-fin
Mecayapan Nahuatl;azc-nah
Medebur;poz-ocw
Medefaidrin;art
Media Lengua;qfa-mix
Mednyj Aleut;qfa-mix
Medumba;bai
Megleno-Romanian;roa-eas
Mehek;paa-spk
Mehináku;awd
Mehri;sem-sar
Mekéns;tup
Mekwei;paa-nim
Mele-Fila;poz-pnp
Memoni;inc-snd
Mendankwe-Nkwen;nic-nge
Mende;dmn-msw
Mengaka;bai
Mengisa;nic-mba
Menka;nic-grs
Menominee;alg
Mentawai;poz-nws
Meoswar;poz-hce
Meramera;poz-ocw
Merei;poz-vnn
Merey;cdc-cbm
Meriam;ngf
Meroitic;afa
Meru;bnt-kka
Mesaka;nic-tiv
Mesme;cdc-mas
Messapic;ine
Meta';nic-mom
Metlatónoc Mixtec;omq-mxt
Mewari;raj
Mewati;raj
Mexican Sign Language;sgn
Mezontla Popoloca;omq-pop
Mezquital Otomi;oto-otm
Mfinu;bnt-tek
Mfumte;nic-nka
Mgbo;alv-igb
Mi'kmaq;alg-eas
Miami;alg
Mian;ngf-okk
Micha;tbq-llo
Michif;qfa-mix
Michigamea;sio-msv
Michoacán Mazahua;oto
Michoacán Nahuatl;azc-nah
Mid-Southern Banda;bad-cnt
Mid Grand Valley Dani;ngf
Middle Armenian;hyx
Middle Breton;cel-brs
Middle Chinese;zhx
Middle Cornish;cel-brs
Middle Dutch;gmw-frk
Middle English;gmw-ang
Middle French;roa-oil
Middle High German;gmw-hgm
Middle Irish;cel-gae
Middle Khmer;mkh-kmr
Middle Korean;qfa-kor
Middle Low German;gmw-lgm
Middle Mongol;xgn
Middle Newar;sit-new
Middle Persian;ira-swi
Middle Watut;poz-ocw
Middle Welsh;cel-brw
Midob;nub
Migaama;cdc-est
Miju;sit-mdz
Mikasuki;nai-mus
Miluk;nai-coo
Milyan;ine-luw
Min Nan;zhx-com
Minaean;sem-osa
Minangkabau;poz-mly
Minaveha;poz-ocw
Minderico;roa-gap
Mindiri;poz-ocw
Mingrelian;ccs-zan
Minica Huitoto;sai-wit
Minidien;qfa-tor
Minigir;poz-ocw
Minjungbal;aus-pam
Mirandese;roa-asl
Miraya Bikol;phi
Miriti;sai-tuc
Miriwung;aus-jar
Misantla Totonac;nai-ttn
Miship;cdc-wst
Misima-Paneati;poz-ocw
Mising;sit-tan
Miskito;nai-min
Mitla Zapotec;omq-zpc
Mitlatongo Mixtec;omq-mxt
Mittu;csu-bbk
Mituku;bnt-mbe
Miu;poz-ocw
Mixed Great Andamanese;qfa-adn
Mixtepec Mixtec;omq-mxt
Mixtepec Zapotec;omq-zpc
Miya;cdc-wst
Miyako;jpx-sry
Miyobe;alv-sav
Mizo;tbq-kuk
Mlahsö;sem-cna
Mmaala;nic-ymb
Mmani;alv-mel
Mmen;nic-rnc
Mo'da;csu-bbk
Mo;poz-ocw
Moabite;sem-can
Moba;nic-grm
Mobilian;crp
Mobumrin Aizi;kro-aiz
Mochi;bnt-chg
Mochica;qfa-iso
Mocoví;sai-guc
Modang;poz
Mofu-Gudur;cdc-cbm
Mogholi;xgn
Mogum;cdc-est
Mohawk;iro-nor
Mohegan-Pequot;alg-eas
Moi (Congo);bnt-bmo
Mojave;nai-yuc
Mokerang;poz-aay
Mokilese;poz-mic
Mokole;alv-yor
Mokpwe;bnt-kpw
Moksha;urj-mdv
Molale;nai-plp
Molbog;poz-san
Molengue;bnt-kel
Molima;poz-ocw
Molmo One;qfa-tor
Molo;sdv-eje
Moloko;cdc-cbm
Mombo Dogon;nic-dgw
Mon;mkh-mnc
Mondé;tup
Mongo;bnt-mon
Mongol;paa
Mongolian;mn
Mongondow;phi
Mono (California);azc-num
Mono (Cameroon);alv-mbm
Mono (Congo);bad-cnt
Montagnais;alg
Montana Salish;sal
Montol;cdc-wst
Monzombo;nic-nkk
Moo;alv-bwj
Moore;nic-mre
Moose Cree;alg
Mopan Maya;myn
Mor (Austronesian);poz-hce
Morelos Nahuatl;azc-nah
Morerebi;tup
Mori Bawah;poz-btk
Moro;alv-hei
Moroccan Amazigh;ber
Moroccan Arabic;sem-arb
Morokodo;csu-bbk
Morom;csu-bgr
Moronene;poz-btk
Morouas;poz-vnn
Mortlockese;poz-mic
Mosimo;ngf-mad
Mota;poz-vnn
Motu;poz-ocw
Mouk-Aria;poz-ocw
Mount Iraya Agta;phi
Mount Iriga Agta;phi
Mouwase;ngf
Mozarabic;roa-ibe
Mpade;cdc-cbm
Mpoto;bnt-mbi
Mpotovoro;poz-vnc
Mpur;paa-wpa
Mru;sit-mru
Mạ;mkh-ban
Muak Sa-aak;mkh-pal
Mualang;poz-mly
Mubi;cdc-est
Mudburra;aus-pam
Mudu Koraga;dra-kor
Muduapa;poz-ocw
Muduga;dra-imd
Mufian;qfa-tor
Muinane;sai-bor
Mulam;qfa-kms
Mumuye;alv-mum
Muna;poz-mun
Munda;mun
Mundabli;nic-beb
Mundani;nic-mom
Mundari;mun
Mundat;cdc-wst
Mundurukú;tup
Mungaka;nic-nun
Mungbam;nic-beb
Munggui;poz-hce
Mungkip;ngf-fin
Munji;ira-mny
Munsee;del
Muong;mkh-vie
Mur Pano;poz-ocw
Muratayak;ngf-fin
Murik (New Guinea);paa-lsp
Murrinh-Patha;aus-dal
Murui Huitoto;sai-wit
Murupi;ngf-mad
Muruwari;aus-pam
Musasa;inc-eas
Musgu;cdc-cbm
Musi;poz-mly
Musom;poz-ocw
Mussau-Emira;poz-stm
Mutu;poz-ocw
Muyang;cdc-cbm
Muyuw;poz-ocw
Mvanip;nic-mmb
Mvuba;csu-mle
Mwaghavul;cdc-wst
Mwali Comorian;bnt-com
Mwan;dmn-nbe
Mwani;bnt-swh
Mwatebu;poz-ocw
Mwera;bnt-rvm
Mwerlap;poz-vnn
Mwimbi-Muthambi;bnt-kka
Mwotlap;poz-vnn
Mycenaean Greek;grk
Myene;bnt-tso
N'Ko;dmn-man
Nüpode Huitoto;sai-wit
Nùng;tai
Nǀuu;khi-tuu
Na;sit-tan
Naaba;sit-tib
Nabak;ngf
Nabi;qfa-tor
